RAJ2000,DEJ2000,SrcIDgaia,RAgaia,e_RAgaia,DEgaia,e_DEgaia,EPucac,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,phot_g_mean_mag,phot_g_mean_flux,phot_g_mean_flux_error
15.2703081,36.3710783,363606021404760064,15.2703111,0.4,36.3710828,0.3,2001.898,0.7,1.1,1.2,1.1,9.77,9.770124657709555,2003817.4876765984,1068.7246553795528
14.9670156,36.9106417,364385781306893312,14.9670433,1.0,36.9106197,0.8,2001.919,6.1,1.4,-6.1,1.4,9.828,9.828184328949236,1899478.1141168345,732.1208289345332
14.7441647,37.2122578,364475185346743936,14.7441381,0.4,37.2122344,0.2,2001.937,-5.8,1.0,-6.5,1.0,10.336,10.33578655823213,1190127.258276889,841.5533784490024
15.05963,36.729355,363629867062789632,15.0596806,0.7,36.7293481,0.7,2001.92,11.1,1.2,-1.9,1.2,10.4,10.399758188427242,1122030.7266252788,1005.594035042591
14.8714664,37.2903758,364477246931043072,14.8715783,0.6,37.2902425,0.4,2001.938,24.6,1.1,-36.8,1.0,10.602,10.602016742446567,931325.1446924523,746.9448175935103
15.2465456,36.4091297,363609148140559872,15.2465103,1.1,36.4090147,0.1,2001.901,-7.8,1.2,-31.6,1.2,10.839,10.839152453516622,748595.2104160853,1662.894390803416
14.8572789,37.3177558,364477521808948480,14.8572542,0.4,37.3177164,0.2,2001.938,-5.4,1.1,-10.9,1.0,10.873,10.87336134522513,725376.5096852604,1805.302582117003
15.0470458,36.9347431,364409145928981888,15.0470372,0.4,36.9347272,0.4,2001.92,-1.9,1.2,-4.4,1.2,11.064,11.064122219740353,608497.9754842599,3338.4941979416562
15.2558275,36.7314942,363649623912351104,15.2557847,0.5,36.7314911,0.1,2001.928,-9.5,1.2,-0.8,1.2,11.139,11.13942350477828,567725.7904140396,454.31055212612006
15.2200419,36.5034558,363612068718318848,15.2201172,0.2,36.50345,0.1,2001.909,16.7,1.0,-1.6,1.0,11.175,11.175459965718657,549191.7938038582,408.3246045119368
14.9078639,36.971275,364398700568516864,14.9078647,0.6,36.9712844,0.2,2001.92,0.2,1.2,2.6,1.2,11.183,11.182583470005675,545600.3465924517,785.2243617786613
14.7579681,37.2160678,364475219706481920,14.7579133,0.6,37.2159975,0.2,2001.937,-12.0,1.0,-19.4,1.0,11.215,11.21454185199899,529774.7860148663,1699.3073359384514
15.1132125,36.8975767,364406190991484288,15.1132556,1.0,36.8975753,0.6,2001.926,9.5,1.1,-0.4,1.1,11.489,11.489435634975539,411276.38309902605,147.8677328718344
14.8956757,37.0790211,364423645738568320,14.8956772,0.3,37.0789428,0.1,2001.937,0.4,1.1,-21.6,1.0,11.839,11.838558818711737,298184.1110533037,80.9439478617035
15.2165903,36.7060006,363649520833136512,15.2167128,2.6,36.7058239,1.6,2001.927,27.0,1.3,-48.6,1.3,12.051,12.051334367499642,245117.47743133875,55.381976220338125
15.1737731,36.7665242,363653609642001280,15.1737075,0.3,36.7665144,0.1,2001.928,-14.4,1.3,-2.6,1.2,12.324,12.324454262761774,190601.50276281443,62.45015873457562
15.1432961,36.584135,363625056699420160,15.1434403,0.5,36.5841467,0.3,2001.925,31.9,1.1,3.2,1.1,12.326,12.325598192455917,190400.7911188258,121.36546572714796
15.1089383,36.8053744,364404541724045568,15.1089369,0.4,36.8053747,0.2,2001.925,-0.3,1.1,0.0,1.1,12.328,12.328307159487705,189926.32362104775,87.43622471063314
15.2722369,36.7345506,363650001869473024,15.2722167,0.4,36.73456,0.3,2001.927,-4.5,1.3,2.6,1.3,12.385,12.385051947711737,180254.96937887478,85.10963371551128
14.9963139,37.1874228,364425879121560448,14.9963342,0.5,37.1873858,0.2,2001.938,4.5,1.1,-10.2,1.1,12.436,12.435516385345565,172068.5390735355,81.654779838656
15.1326233,36.7262444,363629970142004864,15.1325378,0.6,36.7261753,0.4,2001.925,-18.9,1.1,-19.0,1.1,12.447,12.447265298343158,170216.59795004348,58.27178275632877
15.0820278,36.7880183,364381108382479360,15.0820347,5.5,36.7880036,1.8,2001.92,1.6,1.3,-4.0,1.3,12.656,12.655790756829095,140472.6329837369,46.838398030510334
15.1033703,36.9157258,364406259710960384,15.1034072,0.8,36.9157156,0.5,2001.925,8.1,1.1,-2.8,1.1,12.722,12.722405430524704,132113.09088521646,121.71693431650748
15.0478331,36.7794586,364381177101956480,15.0478075,3.0,36.7794478,1.9,2001.92,-5.6,1.3,-2.9,1.3,12.729,12.728681346517552,131351.6361768768,69.11301040248117
14.9904425,36.822885,364381898656460032,14.9905442,1.8,36.8228486,0.6,2001.92,22.4,1.3,-10.0,1.3,12.794,12.793810975217731,123703.96940017502,91.5771700705564
14.7141178,37.3388261,364479926993432320,14.7141694,0.3,37.3388492,0.1,2001.937,11.3,1.1,6.4,1.1,12.936,12.936423313274837,108477.25832662027,44.129602768395756
14.71593,37.3318169,364479926990633728,14.7159656,0.3,37.3318633,0.1,2001.937,7.8,1.1,12.8,1.1,12.967,12.967436187842626,105422.5581358454,70.38540964188083
15.3631028,36.3969425,363606777319003904,15.3631303,17.3,36.3969294,9.4,2001.899,6.1,1.7,-3.6,1.3,13.014,13.014174506041075,100980.66424193203,33.395256127843645
15.2712922,36.6986453,363649314674706432,15.2711706,0.8,36.6985122,0.2,2001.928,-26.9,1.4,-36.7,1.4,13.066,13.065632009823517,96306.41611528936,90.44293469958974
15.1738681,36.6110469,363625194140492416,15.1739425,14.0,36.61103,5.3,2001.927,16.5,1.7,-4.6,1.4,13.101,13.101475138044938,93178.98391783959,65.74448965693615
15.1682957,36.6597558,363625881333139840,15.1683019,0.3,36.6597833,0.1,2001.927,1.3,1.3,7.6,1.3,13.271,13.27077000986193,79726.00850032204,86.95898168408334
14.8344047,37.2247931,364428559181777792,14.8343836,9.0,37.2247686,3.8,2001.938,-4.6,1.3,-6.7,1.2,13.282,13.281501304588302,78941.88705268299,97.00395759002782
15.135675,36.9236128,364406328430436480,15.1356389,0.3,36.9236594,0.1,2001.925,-7.9,1.2,12.9,1.2,13.311,13.311241827973628,76808.85557907348,592.2053256088378
15.1550179,36.5680808,363623510511193984,15.1550106,0.7,36.5680653,0.3,2001.926,-1.6,1.3,-4.3,1.4,13.376,13.37624179081544,72345.4644667026,27.15416564523402
14.8430675,37.1563517,364427012993554048,14.8429864,4.3,37.1563544,9.7,2001.936,-17.8,1.2,0.8,1.4,13.43,13.430301483829066,68831.5313892269,43.70872660829175
15.3403414,36.43881,363607812405858432,15.34041,0.5,36.4388078,0.2,2001.898,15.2,1.3,-0.6,1.3,13.449,13.448719588788318,67673.74179519042,502.79278991031134
14.9191453,37.0657864,364423370860661632,14.9192336,11.8,37.0656733,6.0,2001.936,19.4,1.5,-31.2,1.3,13.479,13.478785989101231,65825.41864904547,55.10895054856413
15.2462903,36.5757094,363624438224129664,15.2462831,0.2,36.5757014,0.1,2001.927,-1.6,1.4,-2.2,1.4,13.495,13.49525058691523,64834.74256645996,23.887264923848882
15.1021589,36.9705933,364409626965317760,15.1021692,0.3,36.9705703,0.1,2001.928,2.3,1.2,-6.4,1.2,13.509,13.508874465921647,64026.27552058655,24.818792863376892
15.0163789,36.8729989,364382482772011136,15.0163756,0.4,36.8729922,0.1,2001.92,-0.8,1.4,-1.8,1.4,13.511,13.510714330356668,63917.86989431404,35.77246616948976
14.7652483,37.21237,364475013548051968,14.76524,0.4,37.2123697,0.1,2001.937,-1.8,1.2,-0.1,1.2,13.559,13.558707856158929,61154.00199385278,34.02137275117129
15.2963661,36.4661153,363610797408392064,15.2963181,0.3,36.4660731,0.1,2001.899,-10.6,1.3,-11.6,1.3,13.584,13.584094141573537,59740.70850768973,124.41433469917375
15.0076814,36.9346411,364409214648458752,15.0076589,0.4,36.9346192,0.1,2001.92,-4.9,1.4,-6.0,1.4,13.591,13.591474939541913,59335.97044990938,28.321550884031723
14.9498072,37.2272497,364429143297329792,14.9498856,0.2,37.2271456,0.1,2001.936,17.2,1.2,-28.7,1.2,13.639,13.639101173716742,56789.43606636575,26.63133799906455
15.3046625,36.3695628,363605952685283584,15.3047239,15.8,36.3695797,8.6,2001.899,13.6,1.8,4.7,1.5,13.715,13.714553959018724,52976.887854120854,23.45406079677508
14.8799647,37.2371814,364429899211573632,14.8800103,0.3,37.2371575,0.1,2001.934,10.0,1.3,-6.6,1.3,13.724,13.72389121933665,52523.24353665159,16.015453065292533
15.1934994,36.8026669,363653747081254784,15.1935164,0.4,36.8026506,0.1,2001.928,3.7,1.4,-4.5,1.4,13.726,13.726491489536045,52397.60416772265,21.353533071565483
14.7293892,37.2923492,364476456657060352,14.7295397,0.2,37.2923369,0.1,2001.936,33.0,1.2,-3.4,1.2,13.737,13.736629050454933,51910.64263898533,23.136907869336177
15.0104814,37.1607822,364425569883915648,15.0104606,0.2,37.1607683,0.1,2001.936,-4.6,1.2,-3.8,1.3,13.742,13.741650012079766,51671.137309322854,29.825770686656018
15.1463093,36.9345664,364406362790173824,15.1463681,0.2,36.9345664,0.1,2001.926,13.0,1.3,0.0,1.3,13.762,13.762140852760652,50705.10477151752,21.485214712693327
15.2857819,36.5945969,363612858994727936,15.2858428,0.4,36.5945697,0.1,2001.928,13.5,1.5,-7.5,1.4,13.801,13.801358489350278,48906.279980782056,38.52744382086388
15.1407167,36.7180461,363629214227760896,15.1407067,0.3,36.7180489,0.1,2001.925,-2.2,1.3,0.7,1.3,13.805,13.804604596045312,48760.279582466545,18.960356719951847
14.6890461,37.2925817,364479342875083136,14.6890236,0.2,37.2925833,0.1,2001.936,-4.9,1.3,0.4,1.3,13.839,13.838611065775194,47256.72266007659,32.22042477730058
15.2252644,36.5242192,363612171797715840,15.2251942,0.3,36.5241647,0.1,2001.928,-15.6,1.6,-15.0,1.6,13.894,13.894000868479495,44906.34185383631,17.841789606328113
15.2522439,36.4490131,363609491737942272,15.2522078,0.3,36.4489975,0.1,2001.898,-8.0,1.4,-4.3,1.4,13.913,13.913382562030904,44111.82244929773,17.908872842652976
14.7953194,37.2059756,364475047907975552,14.7953156,0.4,37.2059581,0.2,2001.937,-0.9,1.3,-4.8,1.3,13.938,13.937816017384812,43130.21455453598,18.460891162220054
15.2449331,36.5092419,363611896919626752,15.2449231,0.3,36.5092119,0.1,2001.907,-2.2,1.2,-8.2,1.2,13.991,13.99107655760539,41065.5271824428,17.14920864916973
14.9637194,37.0427011,364422374428249472,14.9637725,3.7,37.0427017,1.8,2001.938,11.7,1.3,0.2,1.3,14.009,14.008806793317358,40400.36680620168,25.37729050115663
15.1515069,36.6082211,363625297217588480,15.1515414,0.3,36.6082131,0.1,2001.926,7.6,1.4,-2.2,1.4,14.013,14.01252112027257,40262.39242192318,15.664068465454724
15.2751344,36.5044828,363611931279365248,15.2752644,14.6,36.5044839,8.1,2001.908,28.7,1.7,0.3,1.4,14.037,14.036586112967782,39379.80672926657,65.78540605368512
15.2998838,36.55715,363612549754654720,15.2998906,0.3,36.5571358,0.1,2001.928,1.5,1.7,-3.9,1.8,14.121,14.121359622658794,36422.03240857702,11.49607871592942
14.7631387,37.2435067,364475425865138048,14.7631742,0.2,37.2435311,0.1,2001.935,7.8,1.4,6.7,1.4,14.122,14.121666535081799,36411.738200477776,18.176445648215285
15.3465072,36.5124886,363611450243420288,15.3464833,0.2,36.5124958,0.1,2001.914,-5.3,1.4,2.0,1.4,14.138,14.13823208380197,35860.4051593201,32.648229758022
14.7778869,37.2616186,364475803824951552,14.7778867,15.8,37.2616133,0.1,2001.936,-0.1,1.8,-1.4,1.4,14.159,14.158713245330635,35190.28040397767,22.676185045170037
15.1289911,36.8090642,364404576083783808,15.1290078,0.4,36.8090714,0.1,2001.926,3.7,1.4,2.0,1.4,14.172,14.1720256815075,34761.43952321274,19.12773049288092
14.7474875,37.2407178,364475391505172608,14.7476414,12.4,37.2406789,3.9,2001.935,33.7,1.7,-10.7,1.4,14.179,14.178758604954826,34546.54209368436,16.11995141413096
15.0429356,36.9805983,364409833123747200,15.0429136,7.1,36.9805867,4.5,2001.92,-4.8,1.9,-3.2,1.9,14.228,14.228402280537374,33002.5207905885,20.23153381107216
15.2311531,36.4032064,363609113780821888,15.2311486,0.2,36.4031814,0.1,2001.898,-1.0,1.4,-6.8,1.4,14.267,14.266853949017616,31854.181181472515,12.687530493615197
14.8672603,37.2016344,364428318663610240,14.8672458,0.3,37.2016372,0.1,2001.937,-3.1,1.4,0.8,1.4,14.276,14.275962619805664,31588.061698392263,13.76141080765781
15.0703923,36.7577581,364380902224050560,15.0704344,0.4,36.7577133,0.1,2001.92,9.3,1.7,-12.3,1.7,14.302,14.301662896724743,30849.12617676744,21.038395674690996
15.1541842,36.7618119,363653575284325120,15.15421,79.1,36.7618017,70.1,2001.925,5.7,6.3,-2.8,5.6,14.324,14.32447018106517,30207.85953044961,22.026272792798338
15.2648664,36.7110983,363649417754196224,15.2648811,11.9,36.7111019,5.0,2001.929,3.2,2.2,1.0,2.0,14.335,14.335010794982777,29916.012605228203,26.25285935968422
14.80642,37.0960719,364403373493378688,14.8064692,6.6,37.09607,3.3,2001.936,10.8,1.6,-0.6,1.5,14.363,14.363324988118354,29145.93756811767,24.226517980290467
15.3406827,36.6136536,363636395415984512,15.3407106,0.3,36.6136475,0.1,2001.928,6.1,1.9,-1.7,1.9,14.367,14.367376284608703,29037.385592789677,120.35067865711
15.0058756,36.7776906,364381593714270848,15.0058289,0.5,36.7771767,0.1,2001.92,-10.3,2.1,-141.4,2.1,14.391,14.39122676383895,28406.47337498937,20.25966753078168
14.8609239,37.1689311,364427425310558208,14.8608492,0.5,37.1689081,0.2,2001.934,-16.4,1.5,-6.4,1.5,14.405,14.40452468723491,28060.67738181703,92.39470544507073
14.7681444,37.2185225,364475322785696896,14.7681536,0.3,37.2184986,0.1,2001.938,2.0,1.6,-6.6,1.6,14.409,14.40944440711463,27933.815650589117,19.633199227023237
15.0071864,36.8132567,364381692498030464,15.007265,65.5,36.8132419,9.7,2001.92,17.4,5.3,-4.0,1.9,14.433,14.43330507234042,27326.624970773653,43.72362793465407
15.2296239,36.4856025,363610385091301888,15.2296003,35.8,36.4855628,0.4,2001.907,-5.2,3.1,-10.9,1.4,14.444,14.444039625762919,27057.780866745965,145.48410341921314
14.870965,37.1571353,364427356591069952,14.87097,0.5,37.1570447,0.2,2001.936,1.1,1.8,-24.9,1.8,14.456,14.455518218458984,26773.228105009937,26.992971672026794
14.8635817,37.1850297,364428215584555776,14.8636142,0.6,37.1850283,0.2,2001.934,7.1,1.5,-0.4,1.5,14.469,14.4685486202903,26453.831163649742,16.87814848138839
14.8886306,37.0624294,364423336501343232,14.8886697,10.2,37.0623875,5.2,2001.935,8.6,1.7,-11.5,1.6,14.47,14.46992845319545,26420.233055978642,19.92778338953567
15.3883553,36.5220583,363631928647487488,15.38839,0.3,36.5220356,0.1,2001.923,7.7,2.2,-6.3,2.2,14.484,14.483954312141806,26081.123803628427,13.043876911823222
15.2350986,36.6455511,363625675174709888,15.2350967,13.3,36.6455247,5.0,2001.928,-0.4,2.4,-7.3,2.2,14.496,14.495534893120999,25804.417998192235,51.563252107427886
15.2601992,36.4897503,363611828202530432,15.2603064,9.5,36.4897183,3.6,2001.911,23.7,1.8,-8.8,1.7,14.537,14.53709115251062,24835.423181869617,24.699956967196968
15.1878089,36.6820161,363626018772093056,15.1878019,0.5,36.6820089,0.1,2001.927,-1.5,2.1,-2.0,2.1,14.555,14.554885730650469,24431.702604036174,20.07341867215985
14.9157304,37.1700939,364427287871460736,14.9157078,0.4,37.1700828,0.1,2001.936,-5.0,1.6,-3.0,1.6,14.564,14.563633254186037,24235.652894654253,13.9799052344402
15.1248603,36.7655258,363630382459154304,15.12501,14.4,36.7653975,2.7,2001.926,33.0,2.2,-35.3,1.9,14.566,14.56569542296609,24189.665136049036,14.77582783847406
15.017711,36.9072789,364409008490030208,15.0176697,11.6,36.907245,3.7,2001.92,-9.1,2.1,-9.3,1.9,14.574,14.57392204352249,24007.07272741487,22.19732452315803
15.1805192,36.7571608,363652853727757312,15.1805106,35.7,36.7571653,0.3,2001.928,-1.9,3.4,1.2,2.0,14.58,14.580328342762561,23865.83800551396,21.515262794254554
14.7501014,37.2392633,364475391505172736,14.7500836,0.3,37.2392586,0.1,2001.934,-3.9,1.8,-1.3,1.8,14.603,14.60315712631973,23369.271545588766,16.849111714546336
15.1015153,36.7649408,363630313739677056,15.1015689,0.3,36.7649525,0.1,2001.926,11.8,2.1,3.2,2.1,14.681,14.680937681315278,21753.690884767726,16.470559821333584
14.9579082,37.2395828,364429177657293696,14.9578169,0.3,37.23952,0.1,2001.937,-20.0,1.8,-17.3,1.8,14.721,14.720918776900799,20967.20371526198,13.013165033589734
15.0519692,36.9201281,364409081504950016,15.0519697,33.7,36.9201319,0.2,2001.919,0.1,3.5,1.1,2.3,14.733,14.732663818622695,20741.611625220517,35.45491213626347
15.2435597,36.4623567,363609560457567872,15.2435744,0.3,36.46235,0.1,2001.898,3.2,2.1,-1.8,2.1,14.736,14.73598295436549,20678.30057260476,14.346426715267647
15.0752997,36.7335567,363629901422808192,15.0752711,0.4,36.7335517,0.1,2001.92,-6.3,2.3,-1.4,2.3,14.742,14.741926410886567,20565.41421383894,12.469940728468702
15.1692103,36.9038031,364405538156722048,15.1691633,0.2,36.9037847,0.1,2001.927,-10.3,2.8,-5.0,2.8,14.765,14.765238894655901,20128.54893040224,13.21624348843119
15.1872509,36.6357275,363625606457400192,15.1872903,11.8,36.6357219,4.2,2001.931,8.7,2.5,-1.5,2.3,14.792,14.792470870215428,19629.971879000248,26.64959984247877
14.8110282,37.2905375,364475975621007104,14.8109878,0.4,37.2905139,0.2,2001.933,-8.9,1.8,-6.5,1.8,14.815,14.814819501203617,19230.041658177972,40.255667568668365
14.7319403,37.2897628,364476456657345920,14.7319717,0.3,37.2897633,0.1,2001.934,6.9,2.0,0.2,1.9,14.841,14.84099171757639,18772.03427526017,12.893498170505701
14.9344406,37.1449147,364424264214344832,14.9344597,0.5,37.1449133,0.2,2001.936,4.2,2.0,-0.4,2.0,14.858,14.858176041116007,18477.261664679216,15.998106390861873
14.9371808,36.9709525,364386915178591104,14.9371178,0.4,36.9709567,0.1,2001.92,-13.9,2.3,1.2,2.2,14.867,14.866612801685761,18334.239695292486,39.21555457761202
15.0465347,36.9414825,364409180289027584,15.0465511,0.3,36.9414672,0.1,2001.919,3.6,2.7,-4.2,2.7,14.914,14.914029349372875,17550.77448120129,15.700001141161302
15.1187344,36.9539528,364406603308669952,15.1187042,0.3,36.9539489,0.1,2001.924,-6.7,2.1,-1.1,2.1,14.927,14.926859317803878,17344.60039103778,23.803483893552624
15.3056506,36.6249492,363648112084101760,15.3056478,0.3,36.6249483,0.1,2001.927,-0.6,2.8,-0.2,2.8,14.942,14.942484194384733,17096.780965257676,10.520513547486676
15.3688093,36.5476892,363634952305067520,15.3687675,0.3,36.5476725,0.1,2001.926,-9.3,2.6,-4.6,2.7,14.945,14.945226128792626,17053.65897294758,17.61710280911359
14.8617325,37.3613581,364478002845661696,14.8617578,0.2,37.3613097,0.1,2001.934,5.5,2.1,-13.3,2.2,14.953,14.95282494023522,16934.7211332109,17.351888934059005
15.0022731,37.0174686,364410863916280320,15.0022361,9.6,37.0174717,4.9,2001.94,-8.2,2.3,0.8,2.2,14.961,14.961030760800307,16807.213667164815,17.3227467144518
14.9156861,37.0476514,364422511867610368,14.9157039,9.8,37.0476325,5.0,2001.935,3.9,2.7,-5.2,2.5,14.962,14.961889630026624,16793.92361514772,18.174639543015008
14.9921656,36.8062886,364381864296883840,14.9921831,0.4,36.8062661,0.1,2001.92,3.9,2.5,-6.2,2.4,14.98,14.980361542329435,16510.62101079803,16.18852927583886
15.3239731,36.4323017,363607705034385280,15.3239339,19.0,36.4322919,4.8,2001.897,-8.6,2.7,-2.7,2.3,14.985,14.985349011992126,16434.951270481175,13.317807510438557
15.2431328,36.6412983,363624953620450048,15.2430789,0.4,36.6412875,0.1,2001.925,-11.9,3.1,-3.0,3.0,14.999,14.998619750308443,16235.292798990073,21.143039855292756
12.1970214,39.2217628,368103676796996736,12.1970289,0.4,39.2217414,0.2,2002.257,1.6,1.3,-6.1,1.3,12.396,12.395646698681519,178504.57281376692,59.070540654373545
12.2466928,39.2493494,368104157833333248,12.2466492,0.3,39.2493256,0.1,2002.258,-9.6,1.3,-6.7,1.3,12.571,12.570915131942254,151894.47346430927,75.2955498086175
12.0507289,39.27584,368023618607007360,12.0507756,0.2,39.275805,0.1,2002.273,10.2,1.3,-9.9,1.3,12.823,12.82300353898015,120422.21465438364,113.92972714387813
12.2767256,39.2122214,368100893658189056,12.2766336,0.3,39.2122147,0.1,2002.261,-20.1,1.4,-1.9,1.4,13.136,13.13633710499943,90234.61787706555,48.783811771742776
12.0450897,39.2460483,368022450375902976,12.0451278,0.3,39.2460594,0.1,2002.253,8.3,1.4,3.1,1.4,13.399,13.398562473892696,70873.36219945083,34.419733683368776
12.0994408,39.2827333,368022931412239872,12.099425,0.2,39.2827097,0.1,2002.27,-3.5,1.4,-6.6,1.5,13.528,13.52773934670078,62923.415303386464,46.31159268534882
12.1948533,39.2238022,368103676797308416,12.1948478,0.3,39.2237853,0.1,2002.262,-1.2,1.5,-4.8,1.5,13.836,13.835855683428445,47376.80312034735,19.031232513362642
12.2286739,39.2950197,368105085546651904,12.2286092,0.3,39.2949953,0.1,2002.27,-14.2,1.5,-6.9,1.5,13.92,13.919609558649583,43859.55308863574,14.96564781436778
12.2479181,39.1968269,368103436278828416,12.2479058,0.2,39.1968231,0.1,2002.232,-2.7,2.3,-1.1,2.3,14.455,14.455137354371272,26782.62150070921,19.909641198161204
12.1992644,39.2954831,368105222985606016,12.1992514,0.2,39.2954831,0.1,2002.285,-2.9,2.0,0.0,2.0,14.534,14.534350182288097,24898.200082662715,12.965212553643891
12.1880417,39.2573014,368104604509931904,12.1880928,0.2,39.2572644,0.1,2002.218,11.1,2.4,-10.4,2.4,14.708,14.708034119797134,21217.50814750154,12.868338119461827
12.1062267,39.1784517,368010080870091264,12.1062308,0.2,39.1784544,0.1,2002.318,0.9,2.5,0.8,2.6,14.791,14.791121614971786,19654.38140527761,11.063431689688128
12.2188842,39.2739406,368104948107675392,12.2189108,1.7,39.2739347,0.6,2002.289,5.8,2.4,-1.7,2.5,14.851,14.851202619221395,18596.318589552775,35.85450757384976
12.1944597,39.1607708,368009428035899520,12.1944606,0.2,39.1607256,0.1,2002.326,0.2,2.6,-12.9,2.6,14.919,14.919447725933317,17463.405368520213,10.476241662618271
11.4242108,40.5623911,369164980395736448,11.4241794,0.3,40.5623844,0.1,2002.646,-7.0,1.1,-1.9,1.1,9.698,9.698470316687368,2140523.000765704,3729.8428188972575
11.3977644,40.5331664,369164568078876416,11.3976694,0.2,40.5332269,0.1,2002.648,-21.1,1.3,17.6,1.3,11.798,11.798132492923726,309495.99137677066,97.73610253129311
11.4205883,40.5726717,369165186554166272,11.4206008,0.2,40.5726636,0.1,2002.646,2.8,1.1,-2.3,1.1,12.08,12.080451064031037,238631.40591185994,82.50648927763793
11.483465,40.4645875,368976104914042880,11.4834478,0.3,40.4645331,0.2,2002.625,-3.8,1.2,-15.8,1.2,12.177,12.17670577247544,218386.46403039267,73.2349586841732
11.5538785,40.6274761,369166389145008000,11.5538397,0.3,40.627465,0.1,2002.648,-8.6,1.3,-3.2,1.3,12.54,12.540366773087996,156228.87890971338,110.08556882727898
11.4471122,40.5169383,369164052682801152,11.4470017,0.2,40.5167617,0.1,2002.645,-24.5,1.2,-51.5,1.2,12.989,12.989471729874062,103304.52225296016,43.662326810397595
11.6332506,40.5476186,368977341866716544,11.6332192,0.2,40.5476414,0.1,2002.648,-7.0,1.4,6.6,1.5,13.019,13.018813149441241,100550.15994379095,65.73787495837713
11.6146964,40.5359017,368977238785404800,11.6146461,0.2,40.5359261,0.1,2002.648,-11.1,1.4,7.1,1.4,13.256,13.256434014683467,80785.68646063218,33.72259619516553
11.4283727,40.5406456,369164877316521600,11.4283653,0.3,40.5406394,0.1,2002.648,-1.7,1.3,-1.8,1.3,13.285,13.285386123180007,78659.9337441171,107.22713717989193
11.5277039,40.5016483,368976207993256448,11.5276969,0.2,40.5016328,0.1,2002.631,-1.5,1.3,-4.5,1.3,13.557,13.556604855348532,61272.56813108048,21.57305303306912
11.5414217,40.6256131,369166286065793024,11.5414192,0.2,40.6256172,0.1,2002.648,-0.6,1.5,1.2,1.5,13.593,13.592974961197253,59254.05019616736,26.21767483700376
11.5400008,40.5671075,369165603166926592,11.5399592,0.2,40.5670961,0.1,2002.647,-9.2,1.7,-3.3,1.7,13.906,13.90566606127262,44426.448948614656,20.678733323882636
11.4991297,40.5773558,369165736309980032,11.4990908,0.2,40.5773625,0.1,2002.647,-8.6,1.6,1.9,1.6,13.906,13.905633972083404,44427.76200217917,15.58896589008564
11.5145892,40.6106689,369165942468409600,11.5145989,0.2,40.6106586,0.1,2002.647,2.2,1.8,-3.0,1.8,14.292,14.291784783755004,31131.074590750224,18.955799127148005
11.4821661,40.4718147,368976104914042496,11.4821592,0.3,40.4718075,0.1,2002.624,-1.6,1.7,-2.1,1.7,14.322,14.321906657900204,30279.26733567377,96.28892480293665
11.5533282,40.5188672,368977719821742976,11.5532883,0.2,40.5188406,0.1,2002.647,-8.8,2.1,-7.8,2.2,14.452,14.452115164821029,26857.275837476733,28.715416801898826
11.6251122,40.5155931,368977135706191104,11.6251425,0.2,40.5155639,0.1,2002.647,6.7,1.9,-8.5,1.9,14.459,14.459259450932521,26681.131614315495,105.1248371988404
11.3899336,40.5784278,369165220913904384,11.3899442,0.2,40.5784414,0.1,2002.648,2.3,2.1,4.0,2.1,14.501,14.500934701923695,25676.40071193548,9.97662123762762
11.6070261,40.6075542,368978475735983872,11.6070322,0.3,40.6075325,0.1,2002.647,1.4,2.1,-6.3,2.2,14.559,14.558617154421682,24347.88062386601,14.435188281020702
11.4318122,40.5162317,369164121402278016,11.4318181,0.2,40.5162358,0.1,2002.646,1.3,2.0,1.2,2.0,14.587,14.586962769280698,23720.44967583847,31.689922995214133
11.5629364,40.5930981,369166011187886592,11.5629225,0.3,40.5930933,0.1,2002.646,-3.1,2.6,-1.4,2.6,14.599,14.598576020176083,23468.08310491363,18.1050670301934
11.5343978,40.5607964,369165564511288832,11.5343339,0.2,40.560785,0.1,2002.647,-14.1,2.6,-3.3,2.5,14.671,14.671354805552312,21946.542142524188,16.777175516441893
11.6331592,40.5463839,368977341865855360,11.6331475,0.3,40.5464108,0.1,2002.65,-2.6,4.8,7.9,4.4,14.697,14.697086815051817,21432.523052294804,13.354563727816512
11.6244172,40.5083456,368977135706191744,11.6245297,0.2,40.5082781,0.1,2002.621,24.9,2.1,-19.6,2.0,14.726,14.72591020982399,20871.03284856704,24.78200780053941
11.5829318,40.6469322,369189685047621120,11.5829167,0.3,40.6469203,0.1,2002.647,-3.3,2.3,-3.5,2.3,14.768,14.76844244821228,20069.24553174176,13.939627566860398
11.6308239,40.5116778,368977135706191360,11.6307619,0.2,40.5116469,0.1,2002.624,-13.7,1.9,-9.0,1.9,14.79,14.789885070568422,19676.778521729735,25.366232044733717
11.6073722,40.5273931,368977208720513920,11.6073969,0.2,40.5273394,0.1,2002.648,5.5,2.6,-15.6,2.6,14.856,14.856304512518491,18509.13915453784,36.50183883613897
11.4341447,40.5714628,369165083474951296,11.4341858,0.2,40.5714603,0.1,2002.645,9.1,2.7,-0.7,2.9,14.914,14.913691068513465,17556.24359611998,10.944089883801167
11.5444125,40.6166292,369166286065793152,11.5444622,0.3,40.6166325,0.1,2002.644,11.0,2.9,1.0,2.9,14.988,14.988460859873651,16387.91420290373,20.522250952714252
