guide_ra,guide_dec,phot_g_mean_mag,cmos_id
6.8804431,39.2738297,14.962,8
6.6664751,39.228655,14.882,8
3.6059608,41.8888219,11.651,1
3.5937999,41.8920139,11.829,1
3.5798519,41.8920925,12.447,1
3.6014239,41.8647564,13.837,1
3.6799142,41.8414081,14.493,1
3.6880814,41.8926208,14.951,1
3.689146,41.9170394,11.05,1
3.7016197,41.977975,12.07,1
3.8203624,41.9364553,12.718,1
3.8081697,41.91533,13.039,1
3.6299425,41.9764325,13.591,1
3.8325392,41.9317144,13.68,1
3.7790856,41.8935733,14.068,1
3.6459442,41.9854131,14.378,1
3.7617692,41.9700492,14.395,1
3.7829044,42.0183697,14.503,1
3.60498,41.9084219,14.785,1
3.7651017,41.89685,14.834,1
3.6738722,41.9648247,14.864,1
3.7152694,41.9806225,14.889,1
3.7363244,41.9498611,14.902,1
3.7828058,41.9454106,14.954,1
3.6978347,41.7607211,9.126,2
3.7234883,41.8110569,11.307,2
3.7119794,41.7176322,12.03,2
3.9177856,41.8478661,13.096,2
3.8667918,41.8310331,13.396,2
3.8191197,41.8340942,13.441,2
3.7538922,41.6954447,13.697,2
3.8622469,41.7474856,13.898,2
3.9375556,41.7876186,14.287,2
3.7044404,41.7560706,14.558,2
3.7533319,41.8199708,14.587,2
3.8436604,41.7768586,14.975,2
3.8425456,41.8955844,14.601,2
3.9553919,41.7111325,10.422,3
3.8434547,41.7056044,10.717,3
3.9122463,41.6658353,11.909,3
3.9139222,41.5948133,12.955,3
3.7586547,41.6743486,13.302,3
3.8894553,41.6635539,14.268,3
3.9907994,41.7554611,14.468,3
3.8226942,41.6457528,14.498,3
3.7798575,41.6336761,14.599,3
3.8754894,41.6161422,14.632,3
3.9571267,41.6254794,14.662,3
3.8773514,41.6542603,14.721,3
3.8194377,41.6832592,14.786,3
3.7738386,41.6765611,14.841,3
3.9815325,41.6641197,14.848,3
3.8092153,41.6667786,14.993,3
3.91541,41.46411,9.524,4
3.8938361,41.5675072,9.605,4
4.0968856,41.5920483,12.094,4
4.0595536,41.6353492,12.219,4
3.9585865,41.4675022,12.934,4
3.9300622,41.5685494,12.992,4
4.0938214,41.5213431,13.235,4
4.0124217,41.5486142,13.517,4
3.9122597,41.4579289,14.325,4
4.1249356,41.5463758,14.349,4
3.9996974,41.6209978,14.639,4
3.9983119,41.5288714,14.7,4
4.0024312,41.4812217,14.785,4
3.9237916,41.5153983,14.925,4
4.0678149,41.6443833,14.947,4
5.2084553,42.7816406,14.239,5
5.1678764,42.8542164,14.821,5
5.2101247,42.7152539,14.316,5
5.2169589,42.7254925,14.828,5
5.2095743,42.7353375,14.863,5
5.0348953,42.8012925,12.073,5
5.1441097,42.8009272,12.765,5
5.1524147,42.8422031,12.923,5
5.1172242,42.7526892,13.146,5
4.9750808,42.7240508,13.47,5
5.1893083,42.7457464,13.893,5
5.0266469,42.7611906,13.912,5
4.9505581,42.7452572,13.92,5
5.0875781,42.7340428,13.966,5
5.0895519,42.7830864,14.024,5
5.1301061,42.7867331,14.046,5
5.0390058,42.6994378,14.126,5
5.1460042,42.8224492,14.126,5
5.1251658,42.8411783,14.164,5
5.0730469,42.7437897,14.3,5
5.2066611,42.7676178,14.308,5
5.1660172,42.736785,14.408,5
5.0960197,42.7254567,14.547,5
5.0060147,42.7688911,14.592,5
5.0159497,42.7114964,14.621,5
4.9711919,42.7165822,14.679,5
5.05476,42.7506,14.723,5
5.1101331,42.7449233,14.769,5
5.0712852,42.7601758,14.772,5
5.1363194,42.7400042,14.892,5
5.0891447,42.7178247,14.949,5
5.0788206,42.7518156,14.979,5
5.2342328,42.6534619,12.593,6
5.3068419,42.5806725,13.662,6
5.2728428,42.6409164,13.754,6
5.2731497,42.5872297,13.909,6
5.2988386,42.6449128,14.207,6
5.3350067,42.5974647,14.427,6
5.28776,42.5807094,14.825,6
5.3047034,42.6212858,14.967,6
5.1111681,42.6526425,11.915,6
5.1813442,42.5421769,12.138,6
5.1681453,42.5706003,13.022,6
5.1092464,42.6146389,13.349,6
5.0459672,42.6134156,13.716,6
5.1568717,42.6801742,13.748,6
5.1397519,42.5119847,13.784,6
5.0708667,42.6112911,14.117,6
5.21936,42.6030278,14.265,6
5.1961081,42.6710831,14.305,6
5.1863331,42.6814908,14.412,6
5.1489072,42.6134694,14.43,6
5.2582222,42.5650583,14.498,6
5.1464928,42.5103564,14.557,6
5.2512656,42.6093439,14.882,6
5.2632939,42.5682136,14.955,6
5.1754167,42.6497503,14.986,6
5.1513536,42.5673158,14.992,6
5.3608092,42.4369078,10.916,7
5.3264042,42.5086803,13.303,7
5.4454886,42.4645367,13.425,7
5.4043878,42.5000706,13.578,7
5.4298406,42.4930175,14.026,7
5.3075114,42.4766172,14.324,7
5.3460481,42.525835,14.525,7
5.3046443,42.4768806,14.535,7
5.3632478,42.5646308,14.597,7
5.3890531,42.5166206,14.756,7
5.4281694,42.4837175,14.913,7
5.2532142,42.541405,11.921,7
5.2381997,42.5335989,13.853,7
5.2331642,42.5305631,14.7,7
5.2341019,42.4331603,11.676,7
5.2455947,42.5211697,11.872,7
5.2858582,42.4728444,12.393,7
5.2318975,42.4373356,12.775,7
5.2880994,42.4638025,12.823,7
5.2654169,42.4340881,12.914,7
5.2430594,42.5236619,14.428,7
5.2295853,42.4325975,14.64,7
5.2210019,42.4220333,14.713,7
5.3483381,42.4120917,14.553,8
5.4013072,42.4291825,14.603,8
5.4184225,42.4451208,14.921,8
5.2834454,42.3815911,14.238,8
5.4008451,42.3673161,11.961,8
5.4644611,42.3518389,13.221,8
5.4686981,42.3786397,13.753,8
5.5050597,42.4050397,14.153,8
5.5177492,42.3273658,14.208,8
5.4960444,42.3198403,14.281,8
5.4724633,42.3813369,14.282,8
5.5302069,42.3253531,14.34,8
5.4555894,42.3967256,14.411,8
5.5294547,42.3307306,14.691,8
5.4728245,42.4023975,14.792,8
5.4430711,42.32886,14.919,8
5.3917178,42.3617911,14.939,8
5.48936,42.3405794,14.953,8
5.3305984,42.2910297,10.866,8
5.3102658,42.3137233,13.353,8
5.3656158,42.2756222,13.711,8
5.3262393,42.3251797,14.509,8
5.2751758,42.3373414,14.777,8
5.3298439,42.3109739,14.98,8
5.7495503,40.1048989,10.612,1
5.6892594,40.0520672,12.66,1
5.727025,40.0690919,12.671,1
5.6912094,40.0569208,13.776,1
5.7433178,40.1474125,13.186,1
5.6929028,40.14407,11.448,1
5.5644758,40.0726058,11.812,1
5.6563208,40.0807542,12.364,1
5.6646686,40.1612464,13.018,1
5.549823,40.1538397,13.632,1
5.5474733,40.1287656,13.982,1
5.6666292,40.1266119,14.402,1
5.6332747,40.1907336,14.595,1
5.5478656,40.1397683,14.596,1
5.6270211,40.1115706,14.718,1
5.6006103,40.1157978,14.893,1
5.6766886,40.0872489,14.934,1
5.6199136,40.0311364,13.25,1
5.6033196,40.0109575,14.796,1
5.5839522,40.0400044,14.801,1
5.602753,40.020945,14.998,1
5.7803025,39.944405,10.693,2
5.8278692,40.0532814,11.577,2
5.7416303,40.0456808,13.203,2
5.7618197,40.0073694,13.511,2
5.8210061,39.9896153,14.145,2
5.7724978,40.0646417,14.388,2
5.7459053,40.0173472,14.882,2
5.7057147,39.9772628,12.267,2
5.6821183,40.0316694,12.516,2
5.6424789,40.0188861,13.365,2
5.7246431,39.9353539,13.774,2
5.7181661,39.9188511,13.777,2
5.5873882,39.9838608,13.874,2
5.6819019,39.9813092,14.649,2
5.7729319,39.940345,13.416,2
5.8834078,39.8534442,12.529,3
5.9042222,39.8171008,12.681,3
5.9213033,39.8053228,13.249,3
5.8183686,39.857005,13.394,3
5.8674707,39.8416308,13.642,3
5.9292442,39.8423675,13.705,3
5.7631775,39.8940458,13.796,3
5.9438494,39.8833058,13.886,3
5.8866802,39.7920725,14.053,3
5.8886017,39.8237583,14.414,3
5.8905964,39.8353272,14.648,3
5.8893439,39.8097975,14.697,3
5.9169194,39.8144444,14.795,3
5.9006072,39.8501844,14.871,3
5.8626322,39.9014119,14.974,3
5.7775111,39.7579636,12.346,3
5.753665,39.7673119,13.225,3
5.7030228,39.8729556,14.081,3
5.7652197,39.7423464,14.21,3
5.7406181,39.8769217,14.407,3
5.7380558,39.8863647,14.469,3
5.7713625,39.8338317,14.69,3
5.7677144,39.7772747,14.977,3
5.9886569,39.8218761,14.568,4
5.9835039,39.8204064,14.929,4
5.8463181,39.6377206,13.745,4
5.8437475,39.6651247,14.869,4
5.8793958,39.6720797,11.833,4
5.8708358,39.6502539,12.653,4
5.9667853,39.7698164,12.689,4
5.9368889,39.7005003,13.461,4
6.0173908,39.6945361,13.543,4
5.9860619,39.759355,13.693,4
5.9384556,39.6391328,14.225,4
5.8824058,39.6434919,14.285,4
5.8865739,39.7654089,14.447,4
6.0283978,39.7032131,14.577,4
5.8279119,39.7304431,14.586,4
5.9766822,39.7765528,14.83,4
5.936554,39.6400822,14.873,4
5.8475409,39.6883869,14.903,4
5.9252708,39.6309083,14.971,4
7.1520197,40.9234617,12.277,5
6.9778942,40.8583256,12.174,5
6.8877692,40.9349089,12.344,5
6.9670931,40.8908736,12.435,5
7.0715458,40.8952044,12.73,5
6.9579867,40.9123983,13.982,5
7.0622858,40.8850217,14.178,5
7.0843047,40.8981561,14.398,5
7.0095167,40.9734256,14.434,5
7.0955592,40.9600686,14.461,5
6.9746817,40.9155061,14.525,5
7.1036886,40.8815583,14.878,5
7.0713995,40.883575,14.886,5
7.1208997,40.8981453,14.963,5
7.1453942,40.8931181,13.842,5
7.2561992,40.7763283,13.269,6
7.1757439,40.810635,13.387,6
7.1894425,40.8300911,13.934,6
7.1420811,40.863045,14.016,6
7.2665672,40.7653814,14.714,6
7.0642053,40.7454822,13.319,6
7.0541233,40.8214147,13.401,6
7.0445197,40.7241792,13.993,6
7.1443,40.8095569,14.036,6
7.0178614,40.7736186,14.428,6
7.0362431,40.7302294,14.445,6
7.0970156,40.7584083,14.588,6
7.0430181,40.7255397,14.724,6
6.9706981,40.8014231,14.788,6
7.0505558,40.7687469,14.835,6
7.0923144,40.7097911,14.866,6
6.9882725,40.8105269,14.992,6
6.9829654,40.7629344,14.996,6
7.0873461,40.67012,13.865,7
7.3029469,40.7106478,9.676,7
7.1997222,40.6884286,11.671,7
7.2848256,40.7370014,12.276,7
7.2292658,40.7294581,12.923,7
7.2688886,40.7394103,13.267,7
7.2546391,40.598775,14.129,7
7.2280831,40.7366431,14.53,7
7.3413256,40.65012,14.58,7
7.3099644,40.6115369,14.689,7
7.1075661,40.6562275,13.522,7
7.1904525,40.6066983,13.733,7
7.0953799,40.5887056,13.885,7
7.1438931,40.5613078,14.218,7
7.1770514,40.5703361,14.31,7
7.0815731,40.6533814,14.527,7
7.1510656,40.6518992,14.861,7
7.1379054,40.5427,14.958,7
7.3268856,40.4459525,10.58,8
7.3207656,40.4921517,11.127,8
7.2524078,40.5197042,11.824,8
7.3071872,40.5291539,11.968,8
7.3060971,40.4635669,13.154,8
7.31969,40.4930153,13.217,8
7.379095,40.4723961,13.941,8
7.3683708,40.5621556,13.968,8
7.4124531,40.5570361,14.054,8
7.3642908,40.5227433,14.247,8
7.3493418,40.4850169,14.359,8
7.4114758,40.5114753,14.695,8
7.375681,40.4979533,14.788,8
7.3951643,40.4684017,14.793,8
7.2541625,40.5226033,14.892,8
7.2726111,40.5704653,12.767,8
7.3779269,40.6043356,13.865,8
7.2876894,40.5744464,14.199,8
7.3742447,40.6017017,14.712,8
7.2691808,40.56267,14.989,8
7.26941,40.4584353,13.032,8
7.2326353,40.4757336,13.638,8
7.2298164,40.4789211,14.497,8
7.2172945,40.4545622,14.569,8
7.2137406,40.4512786,14.847,8
7.1450917,40.5296633,12.016,8
7.1523858,40.52987,14.541,8
7.2383322,40.5360458,14.712,8
7.1875725,40.5332839,14.852,8
7.2411022,40.5520489,14.993,8
9.9313107,40.6618311,12.624,1
9.9449892,40.6832875,14.521,1
9.9245356,40.6935408,14.728,1
9.8662689,40.6307089,10.804,1
9.7517464,40.6065494,13.402,1
9.8354222,40.6243367,14.156,1
9.8300003,40.6781614,14.37,1
9.8208544,40.6514367,14.704,1
9.7678075,40.6357603,14.708,1
9.7837558,40.5803014,14.964,1
9.9769125,40.6389969,9.885,1
9.7880172,40.5560219,14.34,1
9.98551,40.5731364,10.907,2
10.0348479,40.5449497,11.247,2
10.0171744,40.5462694,12.632,2
9.9759189,40.486975,12.775,2
10.0315171,40.5204294,13.05,2
10.0339386,40.5281469,13.419,2
10.0273558,40.5687164,13.792,2
9.9606583,40.5857622,14.213,2
9.9585747,40.4960294,14.513,2
9.8164243,40.5125586,11.475,2
9.8799599,40.4643192,12.609,2
9.8566892,40.5196786,14.273,2
9.8177178,40.4869528,14.424,2
9.9103742,40.4042439,14.45,2
9.8960289,40.5208561,14.733,2
9.9574912,40.4171531,14.024,2
9.9765686,40.2645006,11.176,3
9.9858767,40.3593697,12.128,3
10.0255131,40.3632414,11.773,3
10.0280336,40.3979683,12.298,3
10.06716,40.4487378,12.785,3
9.9960895,40.3681594,12.932,3
10.1030878,40.4331572,13.255,3
10.1365656,40.4345728,14.288,3
9.9824106,40.3769731,14.907,3
10.0966675,40.3943783,14.984,3
9.9809325,40.3933703,14.988,3
9.9967813,40.2487817,14.121,4
10.1629747,40.2504289,12.601,4
10.0997019,40.2504489,12.96,4
10.0977111,40.1985925,13.813,4
10.1165383,40.1437378,13.822,4
10.0700542,40.19572,14.169,4
10.0921988,40.2588689,14.426,4
10.0400383,40.2452892,14.429,4
10.0264075,40.2203636,14.536,4
10.2108527,40.202255,14.673,4
10.1528642,40.1955919,14.863,4
10.1525983,40.2722978,14.897,4
10.2234493,40.21322,14.911,4
10.2304975,40.2100844,14.917,4
10.1850628,40.32622,11.183,4
10.181217,40.3150972,13.266,4
10.1546322,40.3134856,13.532,4
10.1592613,40.3077661,14.866,4
10.0625317,40.1569006,13.303,4
10.0380169,40.1629636,14.437,4
11.1977531,41.3135742,8.802,5
11.2195425,41.4196694,11.648,5
11.360105,41.398345,12.514,5
11.182797,41.4502119,13.151,5
11.2468592,41.3724069,13.176,5
11.3462894,41.3788856,13.233,5
11.3144917,41.3840858,13.492,5
11.19161,41.3419103,13.542,5
11.2610667,41.3733006,13.674,5
11.3328567,41.4786528,13.788,5
11.3330728,41.4755072,13.845,5
11.1655164,41.4379081,14.013,5
11.3399462,41.393365,14.015,5
11.2776619,41.4696944,14.199,5
11.2878186,41.4349503,14.24,5
11.2807306,41.4743572,14.481,5
11.2899826,41.4581189,14.55,5
11.2762592,41.4059133,14.899,5
11.2711092,41.2921467,12.544,6
11.3502103,41.3438008,12.934,6
11.417395,41.2221578,13.241,6
11.2383094,41.3152378,13.343,6
11.2418075,41.3164892,13.555,6
11.3379579,41.2831792,13.806,6
11.3088289,41.3141842,14.156,6
11.2755653,41.1783972,14.275,6
11.3120567,41.2771933,14.305,6
11.3826119,41.2724903,14.362,6
11.3866694,41.3236747,14.512,6
11.2091902,41.2701453,14.515,6
11.32886,41.2197042,14.578,6
11.357989,41.3609836,14.63,6
11.2865739,41.2347622,14.708,6
11.2671617,41.2190342,14.763,6
11.2672317,41.317455,14.822,6
11.3471261,41.2440097,14.837,6
11.2804108,41.3256683,14.972,6
11.4324589,41.3288919,12.952,6
11.4623339,41.2625067,13.041,6
11.4642183,41.2774506,13.211,6
11.4618489,41.2587489,13.343,6
11.4688489,41.2863567,14.285,6
11.4961592,41.2740286,14.715,6
11.4151936,41.2047297,14.833,7
11.4186194,41.1901658,8.643,7
11.4778486,41.1460564,11.843,7
11.4780664,41.0909542,12.693,7
11.4295969,41.2126856,12.865,7
11.4499328,41.1379414,13.272,7
11.4740775,41.226115,14.242,7
11.4851981,41.1593042,14.243,7
11.5040381,41.2075269,14.604,7
11.4419264,41.2258872,14.78,7
11.5088631,41.1276772,14.83,7
11.5274214,41.1516439,14.99,7
11.2867225,41.1542342,13.293,7
11.3791409,41.0724811,14.11,7
11.4113528,41.0688219,14.273,7
11.4613914,41.1029108,14.722,7
11.3115436,41.1607078,14.927,7
11.60618,41.0328017,12.167,8
11.6587136,41.0290175,12.717,8
11.5496372,40.9939392,12.941,8
11.5286722,41.0683431,14.098,8
11.66133,41.0000483,14.148,8
11.4959339,41.0523922,14.167,8
11.4846494,41.0391992,14.847,8
11.608362,41.0543958,14.944,8
11.5731622,40.9580233,14.969,8
11.4442703,40.9464769,10.961,8
11.4990361,40.9486092,13.176,8
11.4743733,40.9514097,14.457,8
11.471525,40.9545244,14.859,8
11.3913519,41.0214903,14.448,8
11.4766372,41.0451167,14.957,8
12.04846,42.2340461,12.946,1
12.091995,42.2571203,13.324,1
11.9850078,42.2374117,13.507,1
12.0751442,42.2273903,13.682,1
11.9586709,42.3094736,11.227,1
11.9962531,42.2908033,13.245,1
11.9525222,42.2693956,13.356,1
12.0241458,42.3152447,13.75,1
12.0178319,42.3355983,13.872,1
12.0548936,42.2726333,14.093,1
12.0076997,42.3568133,14.15,1
12.0050464,42.3281728,14.152,1
11.9535517,42.27385,14.368,1
11.974436,42.34237,14.415,1
12.0750878,42.3586808,14.421,1
12.0003347,42.26968,14.523,1
12.1141561,42.2964081,14.62,1
12.0097589,42.3590456,14.77,1
12.0892825,42.2984139,14.955,1
12.0033847,42.2779378,14.967,1
12.1377006,42.3957978,13.941,1
12.1131763,42.3756253,14.99,1
12.1032695,42.2696867,13.632,1
12.1376795,42.2806144,14.021,1
12.1289814,42.3065194,14.104,1
12.1537344,42.2896667,14.534,1
12.1370008,42.1640311,9.901,2
12.0739433,42.1095583,10.265,2
12.0695336,42.1107311,12.506,2
12.0425117,42.191965,12.856,2
12.0365856,42.1294078,13.112,2
12.156665,42.1473244,13.259,2
12.1343583,42.1806133,13.971,2
12.1194028,42.0853628,14.291,2
12.0983382,42.2218,14.713,2
12.0829233,42.1934733,14.748,2
12.083245,42.0820781,14.856,2
12.1556772,42.1302964,14.927,2
12.1399844,42.2187297,11.035,2
12.192874,42.1699778,12.717,2
12.2379522,42.2209142,14.194,2
12.1646956,42.1951942,14.62,2
12.2819895,42.168625,14.65,2
12.1433181,42.1982942,14.747,2
12.1660764,42.1844603,14.853,2
12.223915,42.1844978,14.954,2
12.3370317,42.0339481,12.079,3
12.2350219,41.9874883,12.793,3
12.3085328,42.0792917,13.141,3
12.3466922,42.1022789,13.345,3
12.2053117,42.0386889,13.475,3
12.3364178,42.0024583,13.491,3
12.212185,42.0980569,13.886,3
12.1732583,42.0368347,14.196,3
12.3449458,42.0328233,14.218,3
12.3893144,42.0276692,14.301,3
12.2342008,42.1107153,14.331,3
12.2093287,41.9861606,14.416,3
12.3268358,42.0271217,14.419,3
12.2169294,42.0497936,14.636,3
12.1869828,42.0157,14.677,3
12.3116561,42.1243033,14.736,3
12.1439033,42.05583,14.765,3
12.2684656,41.9781006,14.805,3
12.3632022,42.0707483,14.834,3
12.2046411,42.0871703,14.89,3
12.1077472,42.0634697,13.731,3
12.2815622,41.9618758,12.528,4
12.3642969,41.8734169,11.871,4
12.2492331,41.8799236,12.05,4
12.2735889,41.8878992,12.883,4
12.1997589,41.9148781,13.627,4
12.4048808,41.9534481,13.661,4
12.3019264,41.9116808,13.975,4
12.2165997,41.8916294,14.022,4
12.3690256,41.8426361,14.423,4
12.2510333,41.8383208,14.513,4
12.2381703,41.9475292,14.603,4
12.4508636,41.8898503,14.821,4
12.2737825,41.8934481,14.826,4
12.3648179,41.8686189,14.836,4
12.3797607,41.9151153,14.859,4
12.2879472,41.8677375,14.984,4
13.3837447,43.0544661,11.925,5
13.3935314,43.0353117,12.399,5
13.5228989,43.0735839,13.028,5
13.4696356,43.0632314,13.183,5
13.4765372,43.1096531,13.506,5
13.5922419,43.1370619,13.537,5
13.4168367,43.0524764,13.546,5
13.5151539,43.1372364,13.615,5
13.4981344,43.1018725,13.625,5
13.5203131,43.0429736,13.726,5
13.3676839,43.0810447,13.92,5
13.53863,43.1429769,13.935,5
13.4344198,43.0690914,14.046,5
13.3961653,43.1147586,14.269,5
13.5640069,43.1592564,14.365,5
13.4844925,43.1267747,14.47,5
13.5133055,43.0406333,14.848,5
13.4463961,43.1497656,14.904,5
13.5691485,43.0683936,14.926,5
13.5613143,43.1165997,14.947,5
13.6041106,43.1060878,14.996,5
13.5740994,43.03346,13.256,5
13.4630868,43.0190631,14.794,5
13.6249793,42.8913578,9.6,6
13.5029289,42.9148664,11.807,6
13.4432633,42.9564908,12.145,6
13.5194728,42.9089008,12.768,6
13.5033567,42.9612778,13.169,6
13.5184572,42.9127725,13.26,6
13.5913039,42.9344433,13.414,6
13.5318397,42.9607886,13.551,6
13.4850042,42.8815169,13.587,6
13.5075383,42.8786672,13.612,6
13.5189806,42.9724975,13.731,6
13.6290592,42.9118461,13.78,6
13.5967695,42.9539972,14.251,6
13.5764782,42.9326008,14.523,6
13.5542344,42.8960072,14.64,6
13.4987119,42.8838278,14.662,6
13.5967864,43.0262561,14.686,6
13.446155,42.9827058,14.949,6
13.4594197,42.9387411,14.953,6
13.6452744,43.0431406,10.947,6
13.5980872,43.0379628,12.813,6
13.6542478,42.9889656,12.837,6
13.7075533,42.9636081,12.899,6
13.7109133,42.9798983,13.977,6
13.6383905,43.0473911,14.005,6
13.7314236,42.9432342,14.372,6
13.7435735,42.9301853,14.85,6
13.7257581,42.950245,14.917,6
13.7625358,42.8790364,9.809,7
13.8000044,42.7956533,10.688,7
13.7430581,42.8648244,13.947,7
13.7647036,42.8150922,14.332,7
13.7968328,42.8547519,14.415,7
13.7963161,42.8024872,14.712,7
13.6220886,42.8582228,12.312,7
13.5726519,42.8264953,11.832,7
13.6208245,42.8473467,11.977,7
13.5763842,42.7854781,13.058,7
13.5963372,42.7429633,13.114,7
13.6037863,42.7463617,13.163,7
13.6551144,42.7337414,13.481,7
13.6449875,42.8346125,13.51,7
13.5943453,42.7426533,13.531,7
13.5856856,42.8442483,13.553,7
13.6242386,42.8573031,13.734,7
13.6281583,42.7598608,14.27,7
13.6269511,42.7922261,14.286,7
13.6625758,42.7660472,14.416,7
13.6519808,42.7276431,14.89,7
13.5742139,42.7912253,14.89,7
13.581829,42.7689211,14.982,7
13.77152,42.7672869,14.27,8
13.7327386,42.6938231,12.022,8
13.8463392,42.7140803,12.477,8
13.8058914,42.6366914,12.557,8
13.8018017,42.699665,13.201,8
13.8219169,42.6249986,13.683,8
13.7738039,42.6039036,13.855,8
13.9013722,42.7028797,14.011,8
13.8492169,42.7002886,14.568,8
13.7962193,42.6770842,14.623,8
13.7661183,42.6176572,14.699,8
13.7127969,42.6655489,14.753,8
13.8178353,42.7295214,14.859,8
13.8913747,42.6813383,14.914,8
13.8406433,42.6614111,14.929,8
13.7803981,42.6485022,14.994,8
13.6734169,42.6430239,12.986,8
13.6828876,42.636725,14.637,8
13.6583385,42.6523675,14.905,8
13.6610744,42.6873625,10.118,8
13.6872058,42.7097789,13.38,8
13.6878736,42.6838433,14.039,8
13.6764404,42.7053194,14.366,8
13.6602383,42.7258314,14.569,8
8.2999511,42.5580397,14.086,1
8.2769614,42.5421553,14.598,1
8.3454311,42.5978489,14.985,1
8.3051922,42.6789342,14.511,1
8.2822808,42.6805625,14.524,1
8.1692761,42.4857289,11.934,1
8.154745,42.5154592,13.919,1
8.2051893,42.58173,10.977,1
8.1072567,42.5706908,11.178,1
8.2140231,42.6508103,13.646,1
8.1697969,42.5506108,14.457,1
8.3566231,42.5500103,12.088,2
8.3997536,42.5390442,12.311,2
8.4274231,42.5191708,12.891,2
8.3425617,42.4529558,13.764,2
8.38037,42.5560781,13.892,2
8.3510717,42.512085,13.894,2
8.4303583,42.5242644,13.994,2
8.4639986,42.4942133,14.442,2
8.3908683,42.4367353,14.699,2
8.4744335,42.4606031,14.758,2
8.4214298,42.4811689,14.846,2
8.3677511,42.4160678,13.706,2
8.3785422,42.4164342,13.749,2
8.4037499,42.4066103,14.312,2
8.2979431,42.4888614,13.371,2
8.3417062,42.4359058,13.933,2
8.240685,42.4316072,14.698,2
8.2222192,42.4462264,14.699,2
8.2645481,42.4185992,14.795,2
8.2594067,42.4269839,14.917,2
8.2592517,42.3573417,14.999,2
8.4343803,42.4125567,9.251,3
8.3886614,42.3432403,12.302,3
8.5137544,42.4268867,12.642,3
8.4263406,42.3363706,13.264,3
8.4043891,42.2767164,14.045,3
8.4339825,42.2468108,14.413,3
8.4682531,42.2728106,14.472,3
8.4873867,42.3583089,14.545,3
8.4288372,42.3049625,14.669,3
8.4722097,42.301975,14.852,3
8.4410169,42.3806439,14.922,3
8.4688475,42.3138625,14.985,3
8.2946531,42.3540628,11.474,3
8.3392944,42.2510756,13.333,3
8.3398119,42.2913064,13.432,3
8.3332825,42.2954739,13.54,3
8.3698066,42.2523042,13.631,3
8.3139668,42.2839911,13.737,3
8.2927231,42.3256258,13.744,3
8.3317336,42.2854222,13.966,3
8.3489881,42.2664092,14.776,3
8.541425,42.2752881,14.555,4
8.6523871,42.2311214,13.995,4
8.6141016,42.2732964,14.524,4
8.4898469,42.1230231,10.484,4
8.5515547,42.1652775,10.672,4
8.5566058,42.2621964,11.036,4
8.4183469,42.1529931,11.606,4
8.4480364,42.1501911,13.021,4
8.5671358,42.2709317,13.124,4
8.4820142,42.1035864,13.298,4
8.4929081,42.1031342,13.336,4
8.5038664,42.1687786,13.465,4
8.5581836,42.2565456,13.58,4
8.4757932,42.1125936,13.622,4
8.4676234,42.1876661,13.751,4
8.4683536,42.1492344,13.918,4
8.5456681,42.2151706,14.237,4
8.4874661,42.1678433,14.323,4
8.6301128,42.2477086,14.625,4
8.4155433,42.2000208,14.697,4
8.6326417,42.1806711,14.832,4
8.6420825,42.2293706,14.917,4
8.6142403,42.1649281,14.923,4
9.7684557,43.4559642,14.338,5
9.7206525,43.3347067,11.028,5
9.6724426,43.3188486,12.3,5
9.6884317,43.32268,12.507,5
9.5809588,43.3078722,13.708,5
9.6424967,43.3125131,14.092,5
9.6823025,43.4622558,8.983,5
9.7598317,43.3794011,9.98,5
9.5465811,43.3857303,12.065,5
9.6646278,43.3723875,12.471,5
9.5976816,43.3506733,12.645,5
9.6086603,43.3539175,12.919,5
9.5517848,43.3999231,12.984,5
9.6527139,43.3517497,13.542,5
9.7480111,43.4443444,13.684,5
9.6838881,43.3528714,13.916,5
9.7199644,43.4071658,14.103,5
9.7323769,43.4406556,14.171,5
9.5809072,43.4005042,14.25,5
9.6638052,43.458455,14.555,5
9.5360861,43.3814667,14.599,5
9.5697197,43.34609,14.865,5
9.7123108,43.4525042,14.883,5
9.8537652,43.2392553,11.035,6
9.8092258,43.3601869,12.568,6
9.9043858,43.2605975,12.615,6
9.8920403,43.2335414,13.567,6
9.8150158,43.3118958,13.671,6
9.8041844,43.3626164,13.851,6
9.8446603,43.3416306,13.854,6
9.8031689,43.3146736,14.06,6
9.8689672,43.2856186,14.646,6
9.7713206,43.3324819,14.841,6
9.74913,43.3064625,10.301,6
9.7417997,43.2368044,10.907,6
9.6966336,43.3108117,11.969,6
9.6126847,43.2834211,12.618,6
9.7816111,43.26208,13.33,6
9.7489244,43.1918231,13.767,6
9.7328756,43.2582103,13.777,6
9.6646281,43.2110967,13.811,6
9.6766367,43.2022361,13.874,6
9.7774369,43.2484756,13.949,6
9.6750411,43.2528939,14.053,6
9.7662928,43.3146764,14.22,6
9.6180503,43.2745544,14.354,6
9.8239994,43.2025231,14.383,6
9.6668032,43.28071,14.577,6
9.6476969,43.2718164,14.629,6
9.9216317,43.2372414,13.584,7
9.7677442,43.1258211,10.367,7
9.8324981,43.0393131,13.22,7
9.7915868,43.1590708,13.642,7
9.8492666,43.0504597,13.772,7
9.7871751,43.0751497,13.931,7
9.7430494,43.11667,13.935,7
9.7825061,43.0190447,14.057,7
9.8143044,43.1316908,14.098,7
